Cont1,Cont2,Cont3,Cont4,Cont5,Cont6,Cont7,Cont8,Cont9,Cont10
44,0,95,0,44,4,51,44,36.0,1
56,0,95,0,-22,0,22,101,80.0,4
51,0,95,0,44,26,40,51,0,1
43,0,76,0,44,0,33.0,44,2,1
44,-2.0,95,0,44,3,36.0,44,0,1
56,0,95,0,44,3,40,44,8,4
48,0,95,0,44,0,38.0,40,2,1
55,0,95,0,44,-29,41,44,4.0,4
37,-2.0,95,0,44,0,46.0,44,4.0,1
55,0,77,0,44,-10,22,44,16.0,1
55,0,95,0,44,0,41,44,14.0,4
56,-1,95,0,44,2,51,44,0,1
37,0,95,0,44,18,59.0,44,22.0,1
43,0,95,0,44,0,51,51,2,1
82,0,95,0,44,3,3.0,44,90.0,1
55,0,95,0,44,0,41,44,14.0,4
42,0,95,0,44,0,60.0,44,0,1
51,0,95,0,44,25,27.0,44,0,1
83,0,95,0,44,2,3.0,51,88.0,1
53,0,95,0,44,3,27.0,51,82,1
43,0,95,0,44,29,44,44,0,1
37,0,77,0,44,0,40,44,0,1
51,-2.0,95,0,44,-12,59.0,44,2,1
37,0,95,0,44,0,42,44,26.0,1
43,-1,95,0,44,0,56.0,44,2,1
56,0,95,0,44,-15,40,44,12.0,4
45,0,95,0,44,0,33.0,44,2,1
46,0,95,0,44,0,56.0,44,0,1
37,0,76,0,44,-19,40,51,16.0,1
55,0,95,0,44,0,21.0,51,30.0,4
44,0,95,0,44,8,51,44,0,1
37,0,95,0,44,17,38.0,51,16.0,1
43,0,95,0,44,0,39,44,2,1
37,0,95,0,28,3,47.0,44,8,1
44,0,95,0,44,0,51,42,0,1
95,0,95,0,44,23,61.0,44,6.0,1
55,0,95,0,50,0,41,44,6.0,4
95,0,95,0,44,0,42,44,4.0,1
39,0,95,0,44,0,51,44,0,1
38,-1,95,0,44,0,51,42,0,1
56,0,95,0,44,0,51,44,4.0,4
95,0,95,0,44,0,36.0,44,0,1
37,-1,95,0,44,-11,38.0,44,8,1
56,0,95,0,44,-10,40,44,2,1
81,0,95,0,44,0,3.0,100.0,82,1
37,0,95,0,44,-30,43.0,44,2,1
42,0,95,0,44,0,45.0,44,0,1
81,-28.0,95,0,44,0,51,44,72.0,1
38,-3.0,95,0,44,0,51,44,0,1
44,-1,95,0,44,-26,51,44,2,1
37,0,95,0,44,0,57.0,51,26.0,1
45,0,95,0,44,0,36.0,44,0,1
39,-1,95,0,44,0,47.0,44,0,1
55,0,95,0,44,0,39,44,82,4
95,0,95,0,44,0,28.0,44,2,1
49,0,95,0,44,-17,38.0,44,82,1
37,0,95,0,44,0,43.0,44,40,1
56,0,76,0,44,28,51,44,82,4
37,0,77,0,44,4,40,44,10.0,1
47,-3.0,95,0,44,0,40,44,82,1
55,0,95,0,44,-17,37.0,44,14.0,4
95,0,95,0,44,3,46.0,44,26.0,1
45,0,95,0,44,0,29.0,44,2,1
48,0,95,0,44,0,41,42,2,1
54,0,95,0,44,0,27.0,51,0,1
49,0,95,0,50,26,51,44,82,1
81,0,95,0,44,0,5.0,127.0,122.0,1
37,0,95,0,44,8,45.0,44,82,1
37,0,95,0,44,13,43.0,44,28.0,1
49,0,95,0,44,-23,40,42,2,1
95,0,95,0,44,0,56.0,44,26.0,1
55,0,95,0,44,-19,42,44,14.0,4
55,0,77,0,-24,0,22,103,82,1
37,0,95,0,44,10,41,51,2,1
55,-1,95,0,44,-6,51,44,14.0,4
43,-1,95,0,44,-13,32.0,44,2,1
41,0,95,0,44,0,38.0,40,2,1
45,0,95,0,44,0,42,44,2,1
45,0,95,0,44,0,62.0,44,2,1
82,0,95,0,44,0,3.0,51,90.0,1
49,0,95,0,44,0,38.0,40,2,1
56,-2.0,95,0,44,6,22,44,0,1
42,0,95,0,44,0,51,42,2,1
37,0,95,0,44,5,60.0,44,14.0,1
37,0,95,0,44,2,42,44,32.0,1
56,0,95,0,44,-14,51,44,2,1
85,0,95,0,44,30,3.0,44,82.0,1
95,0,95,0,44,9,31.0,44,0,1
43,0,95,0,44,0,64.0,44,2,1
53,0,95,0,44,0,27.0,44,0,1
78,-2.0,95,0,44,0,4.0,129.0,124.0,1
95,0,95,0,44,0,57.0,44,6.0,1
37,0,95,0,44,24,37.0,44,0,1
37,0,95,0,44,0,59.0,44,28.0,1
41,0,95,0,44,6,64.0,44,82,1
43,-2.0,95,0,44,0,51,40,2,1
43,0,95,0,44,0,51,44,2,1
41,-1,95,0,44,23,56.0,44,0,1
48,0,95,0,44,0,51,44,2,1
95,0,77,0,-22,0,41,101,60,1
56,0,77,0,44,-18,22,44,40,4
41,0,95,0,44,0,51,44,82,1
45,0,95,0,44,0,37.0,44,0,1
37,0,95,0,44,2,43.0,44,32.0,1
37,0,95,0,44,5,41,44,16.0,1
47,0,95,0,44,0,51,44,0,1
55,0,95,0,44,0,37.0,44,60,4
45,0,76,0,44,15,30.0,44,0,1
50,-3.0,95,0,50,0,33.0,44,0,1
78,0,95,0,44,0,51,126.0,122.0,1
37,0,76,0,44,-1,40,44,82,1
82,0,95,0,44,26,51,44,90.0,1
55,-3.0,95,0,44,-12,34.0,44,2,1
50,0,95,0,50,0,51,40,0,1
55,0,77,0,44,4,21.0,44,66.0,4
95,-3.0,95,0,44,0,51,44,0,1
45,-5.0,95,0,44,0,38.0,44,0,1
54,0,95,0,44,0,36.0,44,0,1
46,0,95,0,44,0,36.0,44,0,1
51,0,95,0,50,-1,32.0,44,2,1
56,0,95,0,44,0,51,44,66.0,4
51,0,95,0,44,-19,31.0,44,2,1
95,0,95,0,44,15,51,51,0,1
45,-2.0,95,0,44,0,65.0,44,0,1
51,0,95,0,44,10,31.0,44,0,1
48,0,95,0,44,0,54.0,44,2,1
56,-3.0,95,0,44,0,41,44,12.0,4
45,-3.0,95,0,44,0,41,42,2,1
95,0,95,0,44,9,31.0,44,0,1
56,0,95,0,44,-15,25.0,44,82,1
95,0,91,0,44,0,36.0,44,0,1
37,0,95,0,44,0,51,44,4.0,1
41,0,95,0,44,20,51,44,0,1
55,0,95,0,44,0,34.0,44,2,1
56,-2.0,91,0,44,-17,35.0,44,2,1
47,0,95,0,44,0,41,42,0,1
44,0,95,0,44,20,35.0,44,82,1
43,-1,95,0,44,0,37.0,44,82,1
37,0,76,0,44,17,40,44,16.0,1
79,0,95,0,44,2,4.0,125.0,82,1
56,0,95,0,44,0,24.0,44,62.0,4
37,0,95,0,44,0,43.0,44,24.0,1
50,-6.0,95,0,50,0,36.0,44,0,1
41,0,95,0,44,14,39,44,0,1
37,0,95,0,44,12,38.0,44,82,1
45,-5.0,76,0,44,21,31.0,44,0,1
55,0,77,0,44,-21,22,108.0,86.0,1
95,0,95,0,44,0,27.0,44,0,1
37,0,77,0,44,0,40,44,4.0,1
37,0,95,0,44,15,45.0,51,2,1
37,0,95,0,44,0,60.0,44,18.0,1
44,-2.0,95,0,44,5,44,44,0,1
45,0,77,0,44,28,51,51,0,1
55,0,95,0,44,0,40,44,14.0,4
48,0,95,0,44,0,33.0,44,2,1
95,0,77,0,44,0,22,44,34.0,4
95,0,77,0,44,-17,39,44,2,1
37,-54.0,95,0,44,0,69.0,51,0,1
37,0,95,0,44,-15,71.0,44,4.0,1
95,0,95,0,44,6,42,44,24.0,1
95,0,95,0,44,14,37.0,51,0,1
80,0,95,0,44,-12,4.0,51,124.0,1
45,0,95,0,44,-6,62.0,44,2,1
38,0,95,0,44,0,54.0,44,14.0,1
55,0,95,0,44,23,41,51,12.0,4
48,0,95,0,44,0,40,44,2,1
95,0,95,0,44,0,51,51,78.0,4
95,0,95,0,44,0,42,44,2,1
95,0,95,0,44,0,40,51,2,1
56,0,95,0,44,0,25.0,44,82,4
95,0,95,0,44,2,44,44,0,1
55,0,95,0,44,-24,40,44,4.0,4
42,0,95,0,44,0,45.0,44,0,1
48,-3.0,95,0,44,0,32.0,44,2,1
37,0,76,0,44,0,51,44,82,1
49,0,95,0,50,0,37.0,44,0,1
56,0,95,0,44,0,40,42,2,1
55,0,77,0,44,16,22,44,12.0,4
37,0,77,0,44,15,41,44,46.0,1
45,0,95,0,44,0,38.0,44,2,1
37,-2.0,95,0,44,3,41,44,36.0,1
95,0,95,0,44,-13,35.0,44,2,1
95,0,95,0,44,31,43.0,42,0,1
55,0,95,0,44,0,26.0,44,0,1
84,-3.0,95,0,44,0,4.0,44,78.0,1
58,0,95,0,44,0,32.0,44,2,1
37,-1,95,0,44,28,42,44,14.0,1
78,-4.0,95,0,44,0,4.0,129.0,124.0,1
77,0,95,0,44,0,4.0,125.0,120.0,1
95,0,77,0,44,-10,40,44,16.0,1
37,0,95,0,44,-21,42,44,24.0,1
49,0,95,0,50,3,31.0,44,0,1
53,0,95,0,44,-29,25.0,51,2,1
55,0,95,0,44,0,41,51,12.0,4
51,-4.0,95,0,50,0,34.0,44,2,1
41,-2.0,95,0,44,2,46.0,44,0,1
44,0,95,0,44,-22,38.0,44,2,1
49,-1,95,0,44,0,37.0,44,2,1
95,0,77,0,44,0,21.0,44,66.0,4
95,0,95,0,44,0,40,44,4.0,4
55,0,77,0,44,-10,22,44,34.0,4
79,-1,95,0,44,0,4.0,124.0,82,1
56,0,95,0,44,0,42,44,18.0,4
55,0,95,0,44,-6,51,44,82,4
51,0,95,0,44,3,36.0,51,0,1
37,0,95,0,44,31,42,44,28.0,1
56,0,95,0,44,0,40,44,12.0,4
48,0,95,0,50,30,39,44,0,1
55,0,95,0,44,-20,41,51,14.0,4
56,0,95,0,44,0,42,44,14.0,1
52,0,95,0,44,0,31.0,44,0,1
95,0,95,0,44,-21,52.0,44,2,1
41,0,95,0,44,3,39,44,0,1
37,0,95,0,44,3,42,44,4.0,1
95,0,95,0,44,0,66.0,51,14.0,1
84,-1,95,0,44,0,4.0,44,78.0,1
48,0,95,0,50,31,33.0,44,82,1
55,0,95,0,50,25,51,44,6.0,4
61,0,95,0,44,-12,51,44,2,1
37,-1,77,0,44,0,39,44,82,1
44,0,77,0,44,0,34.0,44,0,1
37,0,76,0,44,-6,39,44,82,1
46,0,95,0,44,0,37.0,44,0,1
49,-2.0,77,0,44,0,28.0,44,2,1
37,0,77,0,44,1,41,51,82,1
56,0,77,0,44,0,22,44,38.0,4
55,0,77,0,-24,-11,21.0,103,82,4
95,0,95,0,44,22,41,44,82,1
37,0,95,0,28,0,41,50,82,1
46,0,95,0,44,-29,51,42,2,1
37,0,95,0,44,0,47.0,44,18.0,1
37,0,76,0,44,0,39,44,82,1
95,0,95,0,44,0,45.0,44,0,1
48,0,95,0,44,0,29.0,44,2,1
38,0,76,0,44,-27,51,40,2,1
51,0,95,0,44,13,32.0,51,0,1
56,0,95,0,44,2,51,44,0,1
44,0,95,0,44,8,41,44,0,1
56,0,95,0,44,17,41,42,2,1
37,-1,76,0,28,-11,39,47,8,1
55,0,95,0,44,-10,23.0,44,50,1
56,0,95,0,44,0,24.0,103,80.0,4
95,-2.0,95,0,44,0,31.0,44,2,1
48,0,95,0,50,26,35.0,44,0,1
46,0,95,0,44,-37,51,44,2,1
95,-2.0,95,0,44,-30,42,44,82,1
49,0,95,0,44,0,35.0,44,0,1
37,0,95,0,44,0,69.0,44,4.0,1
95,0,95,0,44,3,40,44,0,1
56,-1,95,0,44,0,51,44,0,1
37,0,95,0,44,5,43.0,51,0,1
46,0,95,0,44,5,39,44,0,1
37,0,95,0,44,0,38.0,44,16.0,1
40,0,95,0,44,0,38.0,51,2,1
46,0,95,0,44,0,38.0,44,0,1
37,0,95,0,44,21,38.0,44,6.0,1
45,-1,95,0,44,0,34.0,44,2,1
56,0,95,0,44,4,29.0,44,0,1
41,0,95,0,44,23,38.0,51,0,1
95,-1,95,0,44,0,51,44,0,1
37,0,95,0,44,7,43.0,44,24.0,1
44,0,77,0,44,14,51,44,0,1
55,0,95,0,44,0,23.0,44,34.0,4
56,0,77,0,44,0,22,44,12.0,4
41,0,77,0,44,0,36.0,44,2,1
43,0,95,0,44,-1,35.0,44,2,1
38,-5.0,95,0,44,0,43.0,42,82,1
37,0,95,0,44,0,71.0,44,82,1
95,0,95,0,44,2,36.0,44,0,1
44,-3.0,95,0,44,5,38.0,44,0,1
55,0,95,0,50,0,40,44,82,1
53,0,95,0,44,4,51.0,44,0,1
43,0,95,0,44,-11,42,44,2,1
55,-1,95,0,44,10,42,51,8,4
83,-3.0,95,0,44,0,5.0,44,78.0,1
46,0,76,0,44,1,30.0,44,0,1
83,0,95,0,44,1,4.0,51,88.0,1
55,0,95,0,44,0,23.0,44,12.0,4
95,0,95,0,44,14,68.0,51,4.0,1
37,0,95,0,44,-17,68.0,44,6.0,1
80,0,95,0,44,0,4.0,120.0,116.0,1
50,0,95,0,50,0,32.0,51,0,1
56,0,95,0,44,0,36.0,44,56.0,1
55,0,95,0,44,0,31.0,44,0,1
48,-5.0,95,0,44,0,34.0,51,2,1
56,-4.0,95,0,44,11,31.0,44,0,1
37,0,76,0,44,31,39,44,14.0,1
95,0,95,0,44,28,41,44,14.0,4
55,0,95,0,44,0,36.0,44,56.0,4
44,0,95,0,44,0,2,44,82,1
37,-1,77,0,44,0,41,44,2,1
37,0,95,0,44,-14,43.0,44,6.0,1
56,0,95,0,44,5,36.0,44,2,1
37,0,95,0,44,0,43.0,44,22.0,1
56,0,95,0,44,0,40,44,12.0,4
95,-1,95,0,44,0,66.0,51,14.0,1
55,0,77,0,44,-23,21.0,44,30.0,4
56,0,95,0,44,8,41,42,2,1
53,0,95,0,44,25,28.0,51,0,1
37,0,95,0,44,-23,42,51,44,1
42,0,95,0,44,0,43.0,44,2,1
37,0,95,0,44,5,44,51,22.0,1
43,0,95,0,44,12,51,44,0,1
95,0,95,0,44,0,41,44,0,1
103,0,95,0,44,0,1,44,34.0,1
41,-3.0,95,0,44,1,38.0,44,0,1
56,-2.0,95,0,44,11,31.0,44,82,1
38,0,95,0,28,20,54.0,44,10.0,1
53,0,95,0,44,0,34.0,44,0,1
55,-2.0,95,0,44,0,29.0,44,0,1
39,0,95,0,44,0,41,51,0,1
45,0,95,0,44,0,33.0,44,2,1
50,0,95,0,50,0,34.0,44,0,1
37,0,95,0,44,26,43.0,42,0,1
37,0,95,0,44,-18,42,44,32.0,1
37,0,76,0,44,0,40,50,10.0,1
44,-104.0,95,0,44,-1,38.0,44,0,1
37,-2.0,95,0,44,0,44,44,0,1
37,0,95,0,44,11,41,44,22.0,1
37,0,95,0,44,0,68.0,44,20.0,1
56,0,95,0,44,0,42,44,82,4
53,0,95,0,44,0,51,51,2,1
51,0,95,0,50,0,33.0,44,2,1
37,0,77,0,44,0,39,44,82,1
37,-36.0,95,0,44,0,42,44,26.0,1
95,0,95,0,44,14,40,44,82,4
41,0,76,0,44,0,35.0,44,2,1
55,0,95,0,44,6,51,114.0,86.0,4
37,0,76,0,44,2,51,44,16.0,1
45,0,95,0,44,0,37.0,44,0,1
37,0,95,0,44,-32,42,44,18.0,1
57,-2.0,95,0,44,0,25.0,51,0,1
95,0,95,0,50,0,56.0,44,2,1
45,0,95,0,44,-14,41,42,2,1
43,0,95,0,44,0,40,44,2,1
71,-51.0,95,0,44,0,17.0,44,64.0,1
45,0,95,0,44,0,38.0,44,82,1
40,0,76,0,44,0,36.0,44,2,1
95,-5.0,95,0,44,17,39,44,0,1
51,-1,95,0,50,0,27.0,44,2,1
48,0,95,0,44,0,51,51,82,1
56,0,95,0,44,-15,51,44,2,1
50,-3.0,95,0,50,0,35.0,44,2,1
37,0,95,0,44,0,39,44,40,1
37,0,95,0,44,-10,43.0,44,40,1
44,0,95,0,44,0,39,44,0,1
44,0,77,0,44,0,33.0,44,0,1
37,0,95,0,44,0,51,44,16.0,1
40,-4.0,76,0,44,0,51,44,82,1
95,-1,77,0,44,0,32.0,44,0,1
52,0,95,0,44,0,51,51,0,1
50,0,91,0,44,0,41,42,0,1
43,0,95,0,44,0,42,44,2,1
95,0,95,0,44,1,51,44,2,1
37,0,76,0,44,0,51,44,14.0,1
45,-1,95,0,44,21,42,44,0,1
55,0,95,0,44,0,37.0,51,2,1
95,0,95,0,50,0,58.0,51,0,1
44,-1,77,0,44,0,33.0,44,0,1
55,0,95,0,44,0,37.0,44,46.0,4
95,0,95,0,50,0,35.0,51,0,1
39,-5.0,77,0,44,0,51,44,0,1
53,-2.0,95,0,44,0,32.0,44,0,1
42,0,76,0,44,0,34.0,44,2,1
44,-1,95,0,44,-22,1,44,34.0,1
49,0,95,0,44,-20,39,44,82,1
47,0,76,0,44,0,29.0,44,0,1
37,0,95,0,44,0,42,44,28.0,1
44,0,95,0,44,0,42,42,0,1
55,-2.0,95,0,44,19,25.0,44,60,4
46,0,95,0,44,-18,51,44,2,1
37,0,95,0,28,18,67.0,44,8,1
43,0,95,0,44,28,44,44,0,1
37,0,95,0,44,0,38.0,44,82,1
52,0,95,0,44,0,33.0,44,0,1
41,0,95,0,44,0,65.0,44,2,1
37,0,95,0,44,21,60.0,44,82,1
42,0,95,0,44,0,36.0,44,0,1
41,-3.0,95,0,44,-16,46.0,44,2,1
48,-5.0,95,0,44,-1,30.0,44,82,1
37,0,95,0,28,0,53.0,44,8,1
37,0,95,0,44,-11,45.0,44,14.0,1
56,0,95,0,44,7,34.0,51,0,1
55,0,95,0,44,0,37.0,44,2,1
41,-1,95,0,44,8,37.0,44,0,1
40,0,95,0,44,0,70.0,44,2,1
101,0,95,0,44,3,1,44,28.0,1
43,0,95,0,44,22,65.0,44,82,1
44,0,95,0,44,31,1,44,30.0,1
55,0,95,0,44,0,32.0,44,2,1
37,0,95,0,44,-14,42,44,18.0,1
38,0,77,0,44,7,39,44,0,1
37,0,95,0,44,2,41,44,30.0,1
95,0,95,0,44,3,37.0,44,0,1
51,0,95,0,44,17,30.0,44,0,1
56,0,95,0,44,3,51,44,0,1
45,0,95,0,44,0,29.0,44,2,1
53,0,95,0,44,0,32.0,44,2,1
55,0,77,0,44,0,21.0,44,64.0,4
55,0,95,0,44,0,51,44,12.0,4
37,0,77,0,44,0,41,44,82,1
95,-2.0,95,0,44,11,33.0,51,0,1
37,0,77,0,44,-6,40,51,2,1
50,0,95,0,50,0,32.0,44,0,1
55,0,95,0,50,0,40,44,6.0,4
51,0,95,0,50,-25,51.0,44,2,1
37,-4.0,95,0,44,-27,69.0,44,82,1
44,0,76,0,44,6,51,44,0,1
55,0,77,0,-24,-12,21.0,103,82.0,4
47,0,95,0,44,0,38.0,44,0,1
84,0,95,0,44,0,4.0,44,86.0,1
95,0,95,0,44,0,35.0,51,0,1
46,0,95,0,44,4,34.0,44,0,1
49,0,95,0,50,23,33.0,44,0,1
52,-1,95,0,44,0,36.0,44,0,1
45,0,95,0,44,12,33.0,44,0,1
46,0,95,0,44,0,43.0,44,0,1
52,0,95,0,44,0,34.0,44,0,1
46,0,77,0,44,5,31.0,44,82,1
37,0,77,0,44,-10,40,44,54.0,1
37,0,76,0,44,13,39,44,0,1
95,0,95,0,44,-30,41,44,2,1
49,0,95,0,50,0,46.0,44,0,1
56,0,95,0,44,0,41,44,14.0,4
37,-3.0,95,0,44,0,45.0,44,4.0,1
44,0,95,0,44,14,42,42,0,1
53,0,95,0,44,30,33.0,44,0,1
82,0,95,0,44,3,3.0,44,92.0,1
43,-3.0,95,0,44,-6,35.0,51,2,1
37,0,76,0,44,0,39,50,12.0,1
53,0,95,0,44,3,51,44,0,1
40,-5.0,95,0,44,0,70.0,44,82,1
95,0,95,0,44,22,59.0,44,82,1
37,0,95,0,44,0,58.0,44,30.0,1
95,0,95,0,44,20,42,51,4.0,1
41,0,95,0,44,0,51,44,0,1
43,-2.0,77,0,44,-15,34.0,44,2,1
60,-2.0,95,0,44,0,50,44,2,1
51,-1,77,0,50,0,51,51,2,1
55,0,95,0,44,-20,40,44,82,4
56,0,95,0,44,-6,51.0,44,2,1
48,0,77,0,44,0,30.0,44,2,1
41,0,77,0,44,11,36.0,44,82,1
46,0,95,0,44,0,41,51,0,1
37,-1,95,0,44,0,69.0,44,4.0,1
44,-4.0,77,0,44,0,34.0,44,0,1
37,0,77,0,44,0,39,44,4.0,1
53,-1,95,0,44,0,28.0,44,0,1
43,-1,95,0,44,12,35.0,44,0,1
55,0,77,0,44,-25,21.0,44,66.0,4
55,0,95,0,44,0,40,44,2,1
95,-1,95,0,44,0,46.0,47,2,1
55,0,95,0,44,0,26.0,51,82,4
43,0,95,0,44,-6,41,44,2,1
95,0,95,0,44,26,33.0,44,0,1
37,0,95,0,44,0,43.0,44,22.0,1
56,0,95,0,44,21,40,44,12.0,4
39,-5.0,95,0,44,0,41,51,0,1
95,0,95,0,44,0,42,44,2,1
37,0,95,0,44,15,51,44,0,1
51,0,95,0,44,31,29.0,44,0,1
95,0,95,0,50,5,43.0,51,6.0,4
39,-3.0,95,0,44,0,66.0,44,0,1
79,0,95,0,44,19,4.0,114.0,110.0,1
39,-1,76,0,44,0,51,44,0,1
84,0,95,0,44,0,5.0,44,78.0,1
53,-2.0,95,0,44,0,32.0,44,82,1
81,-2.0,95,0,44,0,4.0,103,98.0,1
49,0,95,0,50,0,37.0,44,0,1
46,0,95,0,44,4,32.0,51,0,1
56,0,95,0,44,0,41,51,6.0,4
45,0,76,0,44,18,31.0,51,0,1
56,0,77,0,44,-10,21.0,44,64.0,4
53,0,95,0,44,5,28.0,44,0,1
95,0,95,0,44,0,41,44,32.0,1
41,0,95,0,44,1,34.0,44,0,1
46,0,95,0,44,-10,39,44,2,1
41,0,77,0,44,-16,36.0,44,2,1
95,0,95,0,44,16,42,44,0,1
55,0,95,0,44,1,41,42,2,1
85,0,95,0,44,0,3.0,44,80.0,1
46,-2.0,95,0,44,0,63.0,44,0,1
41,0,95,0,44,15,41,40,0,1
95,0,95,0,44,0,57.0,44,2,1
55,0,77,0,44,0,21.0,44,68.0,1
49,0,95,0,44,1,38.0,44,0,1
43,0,95,0,44,-14,32.0,44,2,1
95,0,95,0,44,14,1,44,82,1
37,0,95,0,44,0,51,44,26.0,1
41,0,95,0,44,5,38.0,44,0,1
95,0,95,0,44,0,46.0,44,2,1
55,0,95,0,44,-30,23.0,51,40,4
95,0,95,0,44,30,37.0,44,0,1
55,0,95,0,44,0,39,44,82,4
41,0,95,0,44,2,45.0,44,0,1
43,0,77,0,44,0,35.0,44,2,1
45,0,95,0,44,0,41,42,2,1
45,0,95,0,44,0,41,42,82,1
40,0,95,0,44,0,45.0,47,82,1
55,-1,95,0,44,0,27.0,44,0,1
56,0,76,0,44,5,20.0,44,72.0,4
51,-1,95,0,44,6,32.0,44,0,1
95,0,95,0,44,6,38.0,44,0,1
37,0,95,0,44,0,44,44,82,1
56,0,95,0,44,0,39,44,82,4
37,0,95,0,28,0,42,50,8,1
55,0,77,0,44,-20,21.0,44,32.0,4
44,0,95,0,44,0,35.0,44,0,1
37,0,76,0,28,-6,40,44,8,1
56,0,95,0,50,10,41,44,82,4
54,0,95,0,44,0,24.0,44,0,1
37,0,95,0,44,15,55.0,44,16.0,1
95,0,95,0,44,-1,1,44,32.0,1
46,0,95,0,44,2,39,51,0,1
55,0,95,0,50,0,51,44,6.0,4
55,0,95,0,44,-23,21.0,44,68.0,4
37,0,95,0,44,0,72.0,44,8,1
81,0,95,0,44,10,4.0,51,104.0,1
56,0,95,0,50,0,51,44,8,4
43,0,95,0,44,-11,42,44,2,1
37,0,95,0,44,-24,56.0,44,28.0,1
56,0,95,0,44,0,40,51,14.0,4
41,0,76,0,44,20,35.0,51,0,1
37,0,95,0,28,0,59.0,51,8,1
95,0,95,0,28,5,55.0,44,82,1
95,0,95,0,44,26,51,44,16.0,1
51,0,95,0,44,3,51,44,0,1
44,0,95,0,44,0,35.0,44,2,1
48,0,95,0,50,30,33.0,44,0,1
45,0,95,0,44,20,35.0,44,0,1
43,-3.0,95,0,44,24,39,44,82,1
45,-2.0,77,0,44,0,32.0,44,2,1
38,0,76,0,44,0,51,51,82,1
37,0,95,0,44,-1,71.0,44,6.0,1
55,0,95,0,44,-6,51,44,2,1
37,-1,95,0,44,0,43.0,44,82,1
49,0,95,0,44,-12,38.0,51,2,1
55,0,95,0,44,0,23.0,44,48.0,4
47,0,95,0,44,0,38.0,51,82,1
46,-1,77,0,44,0,32.0,44,0,1
55,0,95,0,50,0,41,51,6.0,4
37,0,76,0,44,11,38.0,44,0,1
56,0,95,0,44,1,40,44,4.0,4
44,0,95,0,44,10,39,44,82,1
95,0,95,0,44,7,23.0,44,46.0,4
44,0,77,0,44,0,51,44,0,1
38,0,95,0,44,26,37.0,44,82,1
95,0,95,0,44,0,26.0,123.0,96.0,4
37,0,95,0,44,8,41,44,82,1
56,0,95,0,44,7,25.0,44,58.0,4
81,0,95,0,44,0,3.0,51,94.0,1
55,0,95,0,50,0,51,51,6.0,4
95,0,95,0,44,0,69.0,44,12.0,1
95,0,95,0,44,0,57.0,44,24.0,1
44,0,95,0,44,1,36.0,44,0,1
53,0,95,0,44,0,32.0,44,0,1
80,0,95,0,44,-18,51,51,124.0,1
48,0,77,0,44,0,29.0,51,2,1
37,0,95,0,44,0,69.0,44,12.0,1
37,0,76,0,28,13,39,51,8,1
81,0,95,0,-22,0,4.0,108.0,104.0,1
37,0,95,0,44,11,43.0,44,22.0,1
101,0,95,0,44,-23,1,44,32.0,1
95,0,95,0,44,0,44,44,0,1
37,0,95,0,44,0,38.0,44,14.0,1
46,0,95,0,44,9,39,51,0,1
95,0,91,0,44,6,35.0,44,82,4
56,0,95,0,44,0,24.0,44,82,1
48,0,95,0,44,0,39,44,2,1
44,-3.0,95,0,44,0,43.0,42,0,1
95,0,95,0,44,0,34.0,44,0,1
37,0,95,0,44,0,52.0,44,2,1
37,0,95,0,44,14,51,44,12.0,1
46,0,95,0,44,8,36.0,44,0,1
37,-4.0,95,0,44,0,65.0,44,2,1
46,0,95,0,44,-14,41,42,2,1
38,0,95,0,44,4,64.0,44,0,1
41,0,95,0,44,-20,40,42,2,1
79,0,95,0,44,0,4.0,112.0,108.0,1
95,0,95,0,44,0,3.0,51,86.0,1
37,0,95,0,44,0,37.0,44,4.0,1
37,0,95,0,44,0,71.0,44,0,1
45,0,95,0,44,23,62.0,44,0,1
44,-3.0,95,0,44,-30,44,51,82,1
95,0,95,0,44,1,22,44,16.0,1
37,0,77,0,28,26,41,44,8,1
37,-1,95,0,44,2,57.0,44,2,1
95,0,95,0,50,4,39,44,0,1
37,0,95,0,44,10,55.0,44,12.0,1
53,0,95,0,44,-18,32.0,51,2,1
55,0,95,0,44,0,41,44,6.0,4
44,-1,76,0,44,5,32.0,44,82,1
53,0,95,0,44,6,26.0,51,0,1
57,-2.0,95,0,44,0,26.0,44,0,1
95,0,95,0,28,0,67.0,44,8,1
40,0,95,0,44,0,38.0,44,2,1
37,0,95,0,44,-13,47.0,44,40,1
49,0,95,0,44,0,29.0,44,2,1
44,0,95,0,44,-29,41,51,2,1
56,0,95,0,44,-10,22,44,82,1
95,0,77,0,44,0,30.0,44,0,1
56,0,77,0,44,7,51,44,32.0,4
45,0,95,0,44,29,51,44,0,1
55,0,95,0,44,24,23.0,44,8,4
37,0,95,0,44,19,41,44,22.0,1
95,0,95,0,44,0,60.0,44,2,1
55,0,95,0,44,0,21.0,44,74.0,4
44,-1,95,0,44,0,45.0,44,0,1
37,0,95,0,44,0,43.0,51,34.0,1
48,-1,95,0,44,0,36.0,44,2,1
45,0,95,0,44,25,36.0,44,0,1
95,-1,95,0,44,0,42,44,2,1
40,0,95,0,44,0,45.0,47,2,1
46,0,95,0,44,0,51,40,0,1
56,-2.0,77,0,44,-15,22,44,32.0,4
95,0,95,0,44,0,40,51,0,1
43,0,95,0,44,0,51,44,0,1
43,0,95,0,44,-10,65.0,44,2,1
37,0,95,0,28,29,58.0,44,8,1
37,0,95,0,28,5,42,44,8,1
45,0,95,0,44,0,44,44,82,1
39,-1,95,0,44,0,40,40,0,1
