tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
368,world-flight-tracker,0,10:15 a.m.,10:19 a.m.,nan,11:50 a.m.
369,airtravelcenter,0,nan,2:03 p.m.,nan,3:13 p.m.
370,flightarrival,0,nan,8:07 a.m.,nan,1:23 p.m.
371,flightexplorer,0,nan,12:56 p.m.,nan,3:09 p.m.
372,allegiantair,0,nan,12:14 p.m.,nan,1:55 p.m.
373,flightstats,0,2:30 p.m.,2:43 p.m.,nan,5:22 p.m.
374,airtravelcenter,0,nan,12:07 p.m.,nan,1:11 p.m.
375,airtravelcenter,0,5:25 p.m.,nan,8:22 p.m.,nan
376,airtravelcenter,0,7:10 p.m.,nan,8:56 p.m.,nan
377,world-flight-tracker,0,nan,11:06 a.m.,2:45 p.m.,2:39 p.m.
378,airtravelcenter,0,nan,1:43 p.m.,nan,5:24 p.m.
379,flights,0,3:35 p.m.,nan,4:00 p.m.,nan
380,airtravelcenter,0,nan,7:22 a.m.,nan,10:34 a.m.
381,flights,0,6:30 p.m.,6:47 p.m.,7:25 p.m.,7:25 p.m.
382,flights,0,6:45 p.m.,6:56 p.m.,9:10 p.m.,8:38 p.m.
383,flights,0,12:00 p.m.,12:12 p.m.,3:15 p.m.,3:04 p.m.
384,world-flight-tracker,0,7:15 p.m.,nan,12:21 a.m.,nan
385,airtravelcenter,0,nan,2:04 p.m.,nan,7:20 p.m.
386,world-flight-tracker,0,9:15 a.m.,nan,12:18 p.m.,nan
387,airtravelcenter,0,nan,6:57 a.m.,nan,7:49 a.m.
388,airtravelcenter,0,7:10 a.m.,7:31 a.m.,nan,9:26 a.m.
389,airtravelcenter,0,nan,5:09 p.m.,nan,7:43 p.m.
390,flights,0,7:25 a.m.,7:39 a.m.,11:10 a.m.,10:43 a.m.
391,world-flight-tracker,0,3:50 p.m.,4:44 p.m.,6:23 p.m.,6:28 p.m.
392,boston,0,nan,4:37 p.m.,nan,7:23 p.m.
393,airtravelcenter,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:47 p.m.
394,myrateplan,0,10:25 a.m.,nan,6:44 p.m.,nan
395,airtravelcenter,0,nan,7:30 a.m.,nan,10:43 a.m.
396,airtravelcenter,0,nan,11:02 a.m.,2:59 p.m.,2:58 p.m.
397,businesstravellogue,0,1:33 p.m.,1:48 p.m.,4:31 p.m.,4:20 p.m.
398,aa,0,nan,12:42 p.m.,nan,2:50 p.m.
399,businesstravellogue,0,nan,nan,nan,nan
400,airtravelcenter,0,11:55 p.m.,12:11 a.m.,nan,5:52 a.m.
401,airtravelcenter,0,nan,4:28 p.m.,nan,12/2/11 12:01 a.m.
402,airtravelcenter,0,nan,9:06 p.m.,12:15 a.m. Dec 02,11:49 p.m.
403,flightexplorer,0,8:25 p.m.,8:29 p.m.,11:50 p.m.,11:35 p.m.
404,allegiantair,0,6:59 a.m.,7:23 a.m.,10:34 a.m.,9:45 a.m.
405,world-flight-tracker,0,8:35 a.m.,8:52 a.m.,11:50 a.m.,11:33 a.m.
406,flights,0,nan,8:37 a.m.,nan,9:13 a.m.
407,world-flight-tracker,0,nan,1:41 p.m.,3:50 p.m.,3:29 p.m.
408,airtravelcenter,0,2:53 p.m.,nan,4:48 p.m.,nan
409,airtravelcenter,0,nan,7:41 a.m.,nan,8:33 a.m.
410,airtravelcenter,0,11:08 p.m.,nan,5:11 a.m.Dec 02,nan
411,gofox,0,5:30 p.m.,5:38 p.m.,6:40 p.m.,6:19 p.m.
412,flightview,0,nan,1:50 p.m. (+8:00),nan,7:50 a.m.
413,flightarrival,0,nan,11:47 a.m.,nan,1:52 p.m.
414,airtravelcenter,0,nan,8:40 p.m.,nan,9:12 p.m.
415,myrateplan,0,nan,3:04 p.m.,nan,4:22 p.m.
416,airtravelcenter,0,2:30 p.m.,nan,7:03 p.m.,nan
417,airtravelcenter,0,8:55 a.m.,nan,11:45 a.m.,nan
418,airtravelcenter,0,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:36 p.m.
419,panynj,0,2:55 p.m.,3:28 p.m.,5:55 p.m.,5:39 p.m.
420,world-flight-tracker,0,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:04 a.m.
421,foxbusiness,0,12:10 p.m.,12:11 p.m.,2:15 p.m.,1:42 p.m.
422,airtravelcenter,0,7:55 a.m.,8:04 a.m.,nan,10:58 a.m.
423,gofox,0,nan,nan,nan,nan
424,allegiantair,0,1:05 p.m.,1:20 p.m.,2:35 p.m.,2:49 p.m.
425,flights,0,nan,8:55 a.m.,nan,10:12 a.m.
426,airtravelcenter,0,nan,3:38 p.m.,nan,6:30 p.m.
427,airtravelcenter,0,7:30 a.m.,8:04 a.m.,nan,7:59 a.m.
428,gofox,0,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:11 p.m.
429,world-flight-tracker,0,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:21 p.m.
430,quicktrip,0,2:55 p.m.,nan,4:49 p.m.,nan
431,airtravelcenter,0,nan,11:55 a.m.,nan,5:34 p.m.
432,world-flight-tracker,0,10:40 a.m.,10:55 a.m.,nan,12:37 p.m.
433,world-flight-tracker,0,6:45 a.m.,6:58 a.m.,nan,7:37 a.m.
434,world-flight-tracker,0,4:00 p.m.,nan,7:05 p.m.,nan
435,airtravelcenter,0,6:00 a.m.,6:11 a.m.,6:40 a.m.,6:15 a.m.
436,world-flight-tracker,0,nan,7:40 a.m.,10:45 a.m.,10:52 a.m.
437,foxbusiness,0,7:10 a.m.,7:32 a.m.,3:30 p.m.,3:12 p.m.
438,flights,0,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:22 a.m.
439,usatoday,0,nan,7:42 p.m.,nan,10:29 p.m.
440,gofox,0,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
441,foxbusiness,0,8:00 a.m.,8:49 a.m.,11:55 a.m.,11:58 a.m.
442,flightview,0,nan,9:01 a.m.,nan,9:43 a.m.
443,flightview,0,7:45 p.m.,7:59 p.m.,10:30 p.m.,nan
444,flights,0,12:00 p.m.,12:12 p.m.,3:15 p.m.,3:16 p.m.
445,travelocity,0,3:27 p.m.,3:50 p.m.,5:05 p.m.,5:17 p.m.
446,flights,0,nan,12:37 p.m.,nan,3:31 p.m.
447,gofox,0,nan,10:53 a.m.,nan,11:21 a.m.
448,flightview,0,11:25 p.m.,nan,6:55 a.m. Dec 02,nan
449,gofox,0,nan,6:10 a.m.,nan,7:17 a.m.
450,gofox,0,nan,12:58 a.m.,nan,5:26 a.m.
451,travelocity,0,4:00 p.m.,4:10 p.m.,6:46 p.m.,6:25 p.m.
452,flightview,0,nan,7:56 a.m.,nan,9:09 a.m.
453,ifly,0,nan,10:35 a.m.,1:16 p.m.,1:19 p.m.
454,foxbusiness,0,9:05 a.m.,10:11 a.m.,12:35 p.m.,1:18 p.m.
455,flightview,0,nan,8:26 a.m.,nan,9:56 a.m.
456,ifly,0,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
457,gofox,0,4:15 p.m.,4:30 p.m.,7:55 p.m.,7:39 p.m.
458,flightview,0,nan,10:55 a.m.,nan,1:40 p.m.
459,flightview,0,nan,2:59 p.m.,nan,7:10 p.m.
460,flightview,0,nan,8:18 a.m.,nan,11:32 a.m.
461,flightview,UA-2314-ATL-PHL,nan,3:04 p.m.,nan,5:00 p.m.
462,flightview,0,11:50 a.m.,12:13 p.m.,3:50 p.m.,4:09 p.m.
463,flightview,0,nan,12:06 p.m.,nan,1:14 p.m.
464,flightview,0,6:00 a.m.,6:09 a.m.,9:20 a.m.,9:05 a.m.
465,flightview,0,11:05 a.m.,11:45 a.m.,4:57 p.m.,5:03 p.m.
466,quicktrip,0,6:00 a.m.,6:17 a.m.,10:20 a.m.,10:27 a.m.
467,gofox,0,nan,9:01 a.m.,nan,10:56 a.m.
468,world-flight-tracker,0,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.
469,gofox,0,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:19 p.m.
470,flightview,0,nan,8:07 a.m.,nan,1:30 p.m.
471,flightview,0,nan,12:56 p.m.,nan,3:21 p.m.
472,businesstravellogue,0,nan,12:14 p.m.,nan,2:01 p.m.
473,flightview,0,2:30 p.m.,2:43 p.m.,6:15 p.m.,5:42 p.m.
474,boston,0,12:00 p.m.,12:08 p.m.,1:45 p.m.,1:14 p.m.
475,flightview,0,nan,5:38 p.m.,nan,8:03 p.m.
476,flightview,0,nan,8:36 p.m.,nan,9:38 p.m.
477,gofox,0,10:40 a.m.,11:06 a.m.,2:45 p.m.,2:46 p.m.
478,flights,0,nan,1:43 p.m.,nan,5:34 p.m.
479,flights,0,nan,3:36 p.m.,nan,3:25 p.m.
480,world-flight-tracker,0,7:15 a.m.,7:22 a.m.,10:35 a.m.,10:29 a.m.
481,flightarrival,0,6:30 p.m.,nan,7:25 p.m.,nan
482,flightarrival,0,6:45 p.m.,6:56 p.m.,9:10 p.m.,8:43 p.m.
483,quicktrip,0,7:15 p.m.,nan,12:21 a.m.,nan
484,gofox,0,nan,2:38 p.m.,nan,7:58 p.m.
485,gofox,0,9:15 a.m.,9:58 a.m.,12:18 p.m.,12:09 p.m.
486,flightview,0,6:00 a.m.,6:57 a.m.,7:30 a.m.,7:51 a.m.
487,panynj,0,7:10 a.m.,7:31 a.m.,9:35 a.m.,9:29 a.m.
488,gofox,0,nan,5:09 p.m.,nan,7:53 p.m.
489,world-flight-tracker,0,3:50 p.m.,4:46 p.m.,6:23 p.m.,6:35 p.m.
490,flightview,0,nan,4:37 p.m.,nan,7:36 p.m.
491,orbitz,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:49 p.m.
492,myrateplan,0,nan,10:37 a.m.,6:44 p.m.,6:34 p.m.
493,flightview,0,nan,7:31 a.m.,nan,10:45 a.m.
494,aa,0,10:40 a.m.,11:02 a.m.,2:59 p.m.,3:04 p.m.
495,gofox,0,1:33 p.m.,1:48 p.m.,4:31 p.m.,4:23 p.m.
496,flightview,0,12:15 p.m.,12:42 p.m.,2:45 p.m.,2:52 p.m.
497,businesstravellogue,0,nan,2:01 p.m.,nan,4:17 p.m.
498,world-flight-tracker,0,11:55 p.m.,nan,5:50 a.m.,nan
499,flightview,0,4:25 p.m.,nan,12:29 a.m. Dec 02,nan
500,gofox,0,9:00 p.m.,nan,12:15 a.m. Dec 02,nan
501,flightview,0,8:25 p.m.,nan,11:50 p.m.,nan
502,businesstravellogue,0,6:59 a.m.,7:23 a.m.,10:34 a.m.,10:04 a.m.
503,gofox,0,8:35 a.m.,8:52 a.m.,11:50 a.m.,11:44 a.m.
504,flightview,0,nan,8:37 a.m.,nan,9:13 a.m.
505,gofox,0,1:30 p.m.,nan,3:50 p.m.,nan
506,flightview,0,nan,3:17 p.m.,nan,4:59 p.m.
507,flightview,0,nan,7:41 a.m.,nan,8:45 a.m.
508,flightview,0,11:08 p.m.,nan,5:11 a.m.Dec 02,nan
509,gofox,0,5:30 p.m.,nan,6:40 p.m.,nan
510,flightview,UA-858-PVG-SFO,nan,1:45 p.m.,nan,8:02 a.m.
511,flightview,0,nan,11:47 a.m.,nan,2:02 p.m.
512,flightview,0,nan,8:40 p.m.,nan,9:11 p.m.
513,usatoday,0,nan,3:04 p.m.,nan,4:24 p.m.
514,flightview,0,nan,2:59 p.m.,nan,7:10 p.m.
515,flightview,0,nan,9:43 a.m.,nan,12:12 p.m.
516,flightview,0,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:36 p.m.
517,panynj,0,2:55 p.m.,3:28 p.m.,5:55 p.m.,5:34 p.m.
518,world-flight-tracker,0,7:15 a.m.,7:23 a.m.,11:35 a.m.,11:07 a.m.
519,foxbusiness,0,12:10 p.m.,12:11 p.m.,2:15 p.m.,1:43 p.m.
520,flightview,0,7:55 a.m.,8:05 a.m.,11:05 a.m.,11:00 a.m.
521,businesstravellogue,0,nan,9:05 a.m.,nan,12:09 p.m.
522,quicktrip,0,1:05 p.m.,1:20 p.m.,2:35 p.m.,3:01 p.m.
523,panynj,0,nan,8:56 a.m.,nan,10:10 a.m.
524,world-flight-tracker,0,3:05 p.m.,3:38 p.m.,6:30 p.m.,6:43 p.m.
525,flightstats,0,7:30 a.m.,8:04 a.m.,8:00 a.m.,7:57 a.m.
526,gofox,0,nan,11:41 a.m.,nan,4:56 p.m.
527,flightview,0,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:09 p.m.
528,world-flight-tracker,0,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
529,panynj,0,7:25 a.m.,7:40 a.m.,11:10 a.m.,11:06 a.m.
530,flightview,0,2:55 p.m.,4:02 p.m.,4:49 p.m.,5:26 p.m.
531,gofox,0,11:55 a.m.,11:55 a.m.,6:17 p.m.,6:17 p.m.
532,gofox,0,10:40 a.m.,10:55 a.m.,12:55 p.m.,12:48 p.m.
533,panynj,0,6:45 a.m.,6:58 a.m.,7:45 a.m.,7:32 a.m.
534,gofox,0,4:00 p.m.,4:15 p.m.,7:05 p.m.,6:36 p.m.
535,panynj,0,6:00 a.m.,6:11 a.m.,6:40 a.m.,6:19 a.m.
536,world-flight-tracker,0,7:10 a.m.,7:40 a.m.,10:45 a.m.,11:12 a.m.
537,foxbusiness,0,7:10 a.m.,7:32 a.m.,3:30 p.m.,3:14 p.m.
538,flightstats,0,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
539,foxbusiness,0,nan,7:14 p.m.,nan,10:29 p.m.
540,world-flight-tracker,0,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
541,flights,0,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
542,flightstats,0,8:41 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
543,flightstats,0,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m. (Estimated)
544,allegiantair,0,nan,12:13 p.m.,nan,2:10 p.m.
545,flightarrival,0,6:30 p.m.,6:47 p.m. (Estimated runway),7:25 p.m.,7:25 p.m. (Estimated runway)
546,foxbusiness,0,3:27 p.m.,3:28 p.m.,5:05 p.m.,5:17 p.m.
547,flights,0,nan,11:32 a.m.,nan,3:31 p.m.
548,flightstats,0,11:25 p.m.,11:29 p.m. (Estimated runway),6:55 a.m.,6:35 a.m. (Estimated runway)
549,businesstravellogue,0,nan,5:56 a.m.,nan,7:17 a.m.
550,businesstravellogue,0,nan,12:41 a.m.,nan,5:26 a.m.
551,foxbusiness,0,4:00 p.m.,3:58 p.m.,6:46 p.m.,6:28 p.m.
552,flightstats,0,7:35 a.m.,7:29 a.m.,9:21 a.m.,9:14 a.m.
553,ifly,0,9:45 a.m.,10:19 a.m.,1:16 p.m.,1:19 p.m.
554,usatoday,0,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
555,flightstats,0,8:15 a.m.,8:12 a.m.,10:06 a.m.,9:56 a.m.
556,gofox,0,4:15 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.
557,ifly,0,9:05 a.m.,10:10 a.m.,12:35 p.m.,1:27 p.m.
558,flightstats,0,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
559,foxbusiness,0,nan,5:22 p.m.,nan,8:03 p.m.
560,flightstats,0,11:50 a.m.,12:12 p.m.,3:50 p.m.,4:09 p.m.
561,flightstats,0,11:40 a.m.,11:56 a.m.,1:17 p.m.,1:14 p.m.
562,flightstats,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
563,usatoday,0,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.
564,myrateplan,0,6:00 a.m.,6:02 a.m.,10:20 a.m.,10:27 a.m.
565,gofox,0,nan,8:40 a.m.,nan,10:56 a.m.
566,flightstats,0,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
567,gofox,0,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
568,flightstats,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:06 a.m.
569,gofox,0,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:20 p.m. (runway)
570,flightstats,0,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
571,flightstats,0,12:15 p.m.,12:41 p.m.,2:45 p.m.,2:50 p.m.
572,flights,0,nan,12:35 p.m.,nan,3:21 p.m.
573,flightstats,0,12:00 p.m.,11:51 a.m.,1:45 p.m.,1:15 p.m.
574,boston,0,nan,8:25 p.m.,nan,9:52 p.m. (Estimated)
575,world-flight-tracker,0,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
576,world-flight-tracker,0,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
577,flightstats,0,nan,1:32 p.m.,nan,5:34 p.m.
578,flightstats,0,3:35 p.m.,3:36 p.m.,4:00 p.m.,3:33 p.m.
579,flightstats,0,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
580,flightstats,0,8:05 a.m.,8:00 a.m.,11:35 a.m.,11:32 a.m.
581,flights,0,6:45 p.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.
582,flights,0,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
583,world-flight-tracker,0,7:15 p.m.,7:15 p.m. (Estimated),12:21 a.m.,12:21 a.m. (Estimated)
584,gofox,0,1:55 p.m.,2:10 p.m.,nan,7:58 p.m.
585,world-flight-tracker,0,9:15 a.m.,9:14 a.m.,12:18 p.m.,12:09 p.m.
586,aa,0,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.
587,panynj,0,7:10 a.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.
588,flightstats,0,4:55 p.m.,5:08 p.m.,nan,7:55 p.m.
589,flights,0,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
590,world-flight-tracker,0,3:50 p.m.,4:28 p.m.,6:23 p.m.,6:38 p.m.
591,flightstats,0,nan,4:15 p.m.,7:35 p.m.,7:36 p.m.
592,usatoday,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
593,flightstats,0,10:25 a.m.,10:20 a.m.,6:44 p.m.,6:34 p.m.
594,flightstats,0,nan,7:07 a.m.,nan,10:47 a.m.
595,flightstats,0,10:40 a.m.,11:01 a.m.,2:59 p.m.,3:04 p.m.
596,businesstravellogue,0,1:33 p.m.,1:31 p.m.,4:31 p.m.,4:23 p.m.
597,gofox,0,nan,1:48 p.m.,nan,4:17 p.m.
598,world-flight-tracker,0,11:55 p.m.,12:10 a.m. (Estimated runway),5:50 a.m.,5:42 a.m. (Estimated runway)
599,panynj,0,4:25 p.m.,4:28 p.m. (Estimated runway),12:29 a.m.,12:01 a.m. (Estimated runway)
600,flightstats,0,9:00 p.m.,9:06 p.m. (Estimated runway),12:15 a.m.,11:49 p.m. (Estimated runway)
601,flightexplorer,0,8:25 p.m.,8:29 p.m. (Estimated runway),11:50 p.m.,11:35 p.m. (Estimated runway)
602,flightstats,0,nan,2:46 p.m.,nan,4:47 p.m.
603,businesstravellogue,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
604,world-flight-tracker,0,8:35 a.m.,8:51 a.m.,11:50 a.m.,11:44 a.m.
605,flightstats,UA-257-JFK-SFO,2:30 p.m.,2:26 p.m.,6:15 p.m.,5:42 p.m.
606,flightstats,0,nan,8:26 a.m.,nan,9:13 a.m.
607,flightstats,0,2:53 p.m.,3:01 p.m.,4:48 p.m.,4:59 p.m.
608,flightarrival,0,11:08 p.m.,nan,5:11 a.m.Dec 02,nan
609,businesstravellogue,0,5:30 p.m.,5:30 p.m. (Estimated),6:40 p.m.,6:40 p.m. (Estimated)
610,flightstats,0,nan,11:15 a.m.,nan,2:00 p.m.
611,flightstats,0,nan,8:39 p.m.,9:20 p.m.,9:19 p.m. (Estimated)
612,usatoday,0,nan,2:52 p.m.,nan,4:44 p.m.
613,flightstats,0,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
614,flightstats,0,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:43 p.m.
615,flightstats,0,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
616,world-flight-tracker,0,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
617,usatoday,0,12:10 p.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.
618,quicktrip,0,1:05 p.m.,1:19 p.m.,2:35 p.m.,3:13 p.m.
619,flightstats,0,nan,7:49 a.m.,1:39 p.m.,1:30 p.m.
620,panynj,0,nan,8:56 a.m.,10:40 a.m.,10:16 a.m.
621,flightstats,0,3:05 p.m.,3:36 p.m.,6:30 p.m.,6:43 p.m.
622,gofox,0,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:15 p.m.
623,flightstats,0,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
624,mytripandmore,0,2:55 p.m.,3:31 p.m.,4:49 p.m.,5:26 p.m.
625,world-flight-tracker,0,11:55 a.m.,11:43 a.m.,6:17 p.m.,5:38 p.m.
626,gofox,0,10:40 a.m.,10:54 a.m.,12:55 p.m.,12:50 p.m.
627,world-flight-tracker,0,4:00 p.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.
628,flights,0,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
629,gofox,0,7:10 a.m.,7:39 a.m.,10:45 a.m.,11:12 a.m.
630,weather,0,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:22 a.m.
631,foxbusiness,0,nan,7:42 p.m.,nan,10:29 p.m.
632,world-flight-tracker,0,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
633,foxbusiness,0,8:00 a.m.,8:49 a.m.,11:55 a.m.,11:58 a.m.
634,panynj,UA-3925-IAD-ORF,nan,9:01 a.m.,nan,9:43 a.m.
635,weather,0,7:45 p.m.,7:59 p.m.,10:30 p.m.,nan
636,panynj,0,12:00 p.m.,12:12 p.m.,3:15 p.m.,3:16 p.m.
637,travelocity,0,3:27 p.m.,3:50 p.m.,5:05 p.m.,5:17 p.m.
638,foxbusiness,0,nan,12:37 p.m.,nan,3:31 p.m.
639,businesstravellogue,0,nan,10:53 a.m.,nan,11:21 a.m.
640,panynj,0,11:25 p.m.,nan,6:55 a.m. Dec 02,nan
641,businesstravellogue,0,nan,6:10 a.m.,nan,7:17 a.m.
642,businesstravellogue,0,nan,12:58 a.m.,nan,5:26 a.m.
643,travelocity,0,4:00 p.m.,4:10 p.m.,6:46 p.m.,6:25 p.m.
644,panynj,0,nan,7:56 a.m.,nan,9:09 a.m.
645,panynj,0,nan,10:35 a.m.,1:16 p.m.,1:19 p.m.
646,foxbusiness,0,9:05 a.m.,10:11 a.m.,12:35 p.m.,1:18 p.m.
647,panynj,0,nan,8:26 a.m.,nan,9:56 a.m.
648,usatoday,0,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
649,gofox,0,4:15 p.m.,4:30 p.m.,7:55 p.m.,7:39 p.m.
650,panynj,0,nan,10:55 a.m.,nan,1:40 p.m.
651,panynj,0,nan,2:59 p.m.,nan,7:10 p.m.
652,panynj,0,nan,8:18 a.m.,nan,11:32 a.m.
653,flightview,0,nan,3:04 p.m.,nan,5:00 p.m.
654,foxbusiness,0,11:50 a.m.,12:13 p.m.,3:50 p.m.,4:09 p.m.
655,panynj,0,nan,12:06 p.m.,nan,1:14 p.m.
656,flightstats,0,6:00 a.m.,6:09 a.m.,9:20 a.m.,9:05 a.m.
657,panynj,0,11:05 a.m.,11:45 a.m.,4:57 p.m.,5:03 p.m.
658,myrateplan,0,nan,6:17 a.m.,10:20 a.m.,10:27 a.m.
659,businesstravellogue,0,nan,9:01 a.m.,nan,10:56 a.m.
660,world-flight-tracker,0,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.
661,gofox,0,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:19 p.m.
662,flightarrival,0,nan,8:07 a.m.,nan,1:30 p.m.
663,panynj,0,nan,12:56 p.m.,nan,3:21 p.m.
664,allegiantair,0,nan,12:14 p.m.,nan,2:01 p.m.
665,flightstats,0,2:30 p.m.,2:43 p.m.,6:15 p.m.,5:42 p.m.
666,boston,0,12:00 p.m.,12:08 p.m.,1:45 p.m.,1:14 p.m.
667,foxbusiness,0,nan,5:38 p.m.,nan,8:03 p.m.
668,panynj,0,nan,8:36 p.m.,nan,9:38 p.m.
669,gofox,0,10:40 a.m.,11:06 a.m.,2:45 p.m.,2:46 p.m.
670,panynj,0,nan,1:43 p.m.,nan,5:34 p.m.
671,panynj,0,nan,3:36 p.m.,nan,3:25 p.m.
672,panynj,0,7:15 a.m.,7:22 a.m.,10:35 a.m.,10:29 a.m.
673,flightarrival,0,6:30 p.m.,nan,7:25 p.m.,nan
674,flightarrival,0,6:45 p.m.,6:56 p.m.,9:10 p.m.,8:43 p.m.
675,world-flight-tracker,0,7:15 p.m.,nan,12:21 a.m. Dec 02,nan
676,gofox,0,nan,2:38 p.m.,nan,7:58 p.m.
677,gofox,0,9:15 a.m.,9:58 a.m.,12:18 p.m.,12:09 p.m.
678,panynj,0,6:00 a.m.,6:57 a.m.,7:30 a.m.,7:51 a.m.
679,panynj,AA-643-MIA-ORD,7:10 a.m.,7:31 a.m.,9:35 a.m.,9:29 a.m.
680,panynj,0,nan,5:09 p.m.,nan,7:53 p.m.
681,world-flight-tracker,0,3:50 p.m.,4:46 p.m.,6:23 p.m.,6:35 p.m.
682,panynj,0,nan,4:37 p.m.,nan,7:36 p.m.
683,orbitz,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:49 p.m.
684,myrateplan,0,nan,10:37 a.m.,nan,6:34 p.m.
685,gofox,0,nan,7:31 a.m.,nan,10:45 a.m.
686,panynj,AA-400-DFW-JFK,10:40 a.m.,11:02 a.m.,2:59 p.m.,3:04 p.m.
687,gofox,0,1:33 p.m.,1:48 p.m.,4:31 p.m.,4:23 p.m.
688,world-flight-tracker,0,12:15 p.m.,12:42 p.m.,2:45 p.m.,2:52 p.m.
689,gofox,0,nan,2:01 p.m.,nan,4:17 p.m.
690,quicktrip,0,11:55 p.m.,nan,5:50 a.m.,nan
691,panynj,0,4:25 p.m.,nan,12:29 a.m. Dec 02,nan
692,gofox,0,9:00 p.m.,nan,12:15 a.m. Dec 02,nan
693,flightarrival,0,8:25 p.m.,nan,11:50 p.m.,nan
694,allegiantair,0,6:59 a.m.,7:23 a.m.,10:34 a.m.,10:04 a.m.
695,world-flight-tracker,0,8:35 a.m.,8:52 a.m.,11:50 a.m.,11:44 a.m.
696,flights,0,nan,8:37 a.m.,nan,9:13 a.m.
697,world-flight-tracker,0,1:30 p.m.,nan,3:50 p.m.,nan
698,panynj,0,nan,3:17 p.m.,nan,4:59 p.m.
699,panynj,0,nan,7:41 a.m.,nan,8:45 a.m.
700,flightarrival,0,11:08 p.m.,nan,5:11 a.m.Dec 02,nan
701,gofox,0,5:30 p.m.,nan,6:40 p.m.,nan
702,flightview,0,nan,1:45 p.m.,nan,8:02 a.m.
703,flightarrival,0,nan,11:47 a.m.,nan,2:02 p.m.
704,gofox,0,nan,8:40 p.m.,nan,9:11 p.m.
705,myrateplan,0,nan,3:04 p.m.,nan,4:24 p.m.
706,panynj,0,nan,2:59 p.m.,nan,7:10 p.m.
707,panynj,0,nan,9:43 a.m.,nan,12:12 p.m.
708,ifly,0,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:36 p.m.
709,panynj,AA-1917-JFK-MCO,2:55 p.m.,3:28 p.m.,5:55 p.m.,5:34 p.m.
