Cont1,Cont2,Cont3,Cont4,Cont5,Cont6,Cont7,Cont8,Cont9,Cont10
40,2,95,0,38,0,66,44,2,1
45,0,79,0,46,4,33.0,44,2,1
49,4,78,0,50,-5,29.0,44,0,1
55,0,81,0,44,44,25,44,64.0,4
48,0,95,0,46,-5,40,42,2,1
46,0,79,0,44,-13,51,44,2,1
43,0,95,-3,42,-5,34.0,44,2,1
44,0,86,-1,44,0,42,42,0,1
41,0,81,0,38,-10,41,44,2,1
53,2,84,0,44,20,32.0,51,0,1
46,5,95,0,46,44,51,56,0,1
37,0,81,-2,36,-3,44,44,0,1
43,2,95,0,42,0,43,45,2,1
48,0,84,0,46,-3,36,51,2,1
48,0,95,0,46,0,39,41,2,1
37,0,95,0,34,-5,37,41,4,1
56,0,95,-5,46,0,32.0,44,0,1
54,0,95,1,44,-5,28.0,44,0,1
55,-3,79,0,44,0,51,44,0,1
55,0,76,-1,-12,-20.0,21,44,68.0,4
37,0,95,0,30,0,61.0,44,6,1
37,0,79,0,36,-4,42,44,2,1
56,0,95,-4,50,-5,40,44,6,4
49,0,84,0,46,-9,36,44,2,1
43,0,95,2,42,-5,39,41,2,1
37,0,95,0,6,44,40,44,32,1
56,0,95,0,24,5,58.0,44,14,1
42,0,84,0,42,0,43,44,0,1
37,0,79,0,34,-5,41,51,4,1
49,0,95,4,50,26,40,39,0,1
37,-1,76,-5,44,-5,39,44,0,1
37,0,86,0,38,-5,48.0,44,0,1
58,0,95,0,56,0,24,44,0,1
56,0,95,0,50,0,41,48,6,4
37,0,95,4,28,-5,56.0,44,2,1
52,-4,84,0,44,-5,31.0,44,0,1
44,1,95,0,44,2,41,41,0,1
42,0,76,-1,42,-1,34.0,44,2,1
46,1,76,0,46,0,29.0,44,2,1
43,0,81,0,44,44,38,44,2,1
56,0,92,0,44,-15,51,51,4,4
37,0,95,0,16,-1,53.0,75,22,1
37,-3,77,1,36,45,40,51,0,1
37,0,76,0,34,25,39,42,2,1
55,0,78,0,44,-28.0,23,51,12,4
40,3,95,0,38,0,57.0,59,2,1
44,0,95,-2,44,0,51,42,0,1
48,-4,77,0,46,-3,51,44,2,1
49,0,95,-4,50,0,37,44,2,1
55,0,92,0,-6,-15,36,51,64.0,4
48,0,95,1,46,-4,41,51,2,1
53,-1,95,-1,44,5,25,44,0,1
56,0,78,0,16,-23,23,44,40,4
42,0,95,-13,42,0,39,51,2,1
58,-3,86,0,56,-2,28.0,51,2,1
41,-3,95,0,44,-24,41,44,2,1
56,0,95,-1,16,8,58.0,44,22,1
44,0,75,0,44,44,31.0,44,0,1
37,0,77,0,36,-25.0,51,41,2,1
56,0,86,-6,44,0,42,42,0,1
49,0,95,5,50,24,40,39,0,1
37,0,75,0,24,-16,38,44,14,1
41,0,81,2,44,0,41,44,2,1
56,3,77,-3,44,0,51,44,12,4
48,2,83,-2,46,0,34.0,51,2,1
56,-1,86,0,42,-20.0,43,51,2,1
37,0,95,0,44,44,51,42,0,1
46,5,95,0,46,0,47,44,0,1
56,0,81,0,-4,44,25,86,62.0,4
37,0,92,-5,18,-5,55.0,44,20,1
82,1,86,0,-12,0,3,51,96,5
47,0,78,6,46,0,31.0,44,0,1
56,-2,95,0,44,0,23,44,50,4
37,0,77,-4,2,0,40,75,2,1
41,0,78,0,44,0,37,44,0,1
48,0,77,0,50,44,28.0,44,0,1
37,0,79,0,8,-27.0,51,51,2,1
41,0,77,2,44,0,36,44,2,1
41,0,84,8,42,6,44,44,0,1
49,0,95,0,46,-23,38,41,2,1
56,5,84,0,38,-20.0,51,45,2,1
41,-1,83,0,38,-30,51,44,2,1
37,0,76,0,30,-5,51,45,6,1
43,0,95,0,42,-1,53.0,44,2,1
49,0,95,0,50,44,33.0,44,2,1
37,0,77,0,44,-6,40,51,30,1
55,1,75,-13,-4,-24,20.0,51,60.0,4
56,0,95,-7,42,-6,39,41,2,1
37,0,95,0,28,44,42,44,8,1
49,0,81,0,46,-30,32.0,44,2,1
37,0,92,-1,6,-5,55.0,86,32,1
56,0,86,0,46,-8,38,44,2,1
56,-3,81,0,42,0,51,51,0,1
56,0,95,0,24,-12,38,44,14,1
37,0,77,-2,36,0,40,51,0,1
56,0,95,0,36,-3,41,51,20,4
41,0,95,0,42,5,46,51,0,1
85,-2,95,0,6,44,4,44,80,5
53,0,78,0,44,6,25,44,0,1
56,0,95,0,8,44,37,85,48,4
37,0,77,-6,30,-5,40,46,6,1
56,0,80,0,44,-3,24,51,2,4
72,21,95,0,-42,-1,51,126.0,116.0,1
41,4,78,0,42,12,37,44,0,1
46,0,79,0,44,-27.0,33.0,44,2,1
56,11,95,0,44,-8,18.0,44,62.0,4
48,0,95,0,46,0,41,51,2,1
78,0,95,0,44,0,4,128.0,2,5
56,0,95,0,44,-10,32.0,51,2,1
55,0,95,0,44,0,30.0,44,2,1
54,3,81,0,44,0,27.0,44,0,1
45,1,86,0,44,-7,41,42,2,1
56,0,95,-5,46,0,54.0,44,0,1
56,0,84,0,44,-7,25,44,2,1
56,0,77,0,44,-6,22,44,10,4
56,2,77,0,38,0,36,44,2,1
50,0,79,8,50,0,29.0,44,2,1
39,1,76,0,38,0,38,44,0,1
42,3,95,0,42,-5,48.0,44,2,1
55,-3,95,1,44,0,32.0,44,0,1
46,0,79,0,44,-11,51,44,2,1
56,0,78,4,24,0,22,51,32,1
55,0,77,5,-24,0,22,103,2,4
37,0,95,0,34,1,69.0,44,4,1
56,0,95,0,50,-1,41,48,6,4
37,0,95,-14,44,0,68.0,44,8,1
55,-1,95,0,50,0,51,48,6,4
45,2,95,1,44,-3,31.0,44,2,1
37,0,80,0,16,-12,43,44,22,1
37,-5,95,1,30,0,61.0,44,6,1
46,0,81,-6,46,0,35.0,51,0,1
47,-5,81,0,46,0,33.0,44,0,1
37,1,81,3,24,0,44,44,14,1
37,0,95,0,16,44,51,44,22,1
45,0,76,0,46,25,51,44,0,1
37,0,95,0,-6,-3,41,85,44,1
55,0,95,0,42,-22,41,44,14,4
38,0,76,0,38,2,51,44,0,1
56,0,83,8,-42,0,5,127.0,122.0,5
49,0,78,0,44,-8,29.0,44,2,1
37,0,92,-2,18,-5,55.0,44,2,1
37,-1,95,0,36,-3,46,44,2,1
44,0,95,0,44,0,51,51,0,1
56,0,80,0,36,8,43,44,0,1
56,0,95,5,46,0,40,44,10,4
53,0,95,2,44,5,51.0,44,0,1
37,0,95,-3,44,0,68.0,82,14,1
56,0,95,0,18,4,38,75,38,4
56,-1,84,0,56,0,28.0,44,0,1
56,0,95,0,44,2,42,44,2,1
37,-2,95,0,38,44,39,44,0,1
55,0,77,0,16,-13,51,51,40,4
37,0,95,0,44,-21.0,43,44,2,1
45,2,83,-3,44,0,38,39,2,1
56,0,81,0,44,2,38,44,0,1
37,0,95,0,2,-6,42,76,34,1
56,0,81,0,44,0,39,44,0,1
45,0,95,0,44,-11,36,44,2,1
37,2,83,0,44,0,47,44,2,1
56,0,95,0,46,-7,40,42,2,1
56,0,92,0,-2,0,36,44,58,4
41,0,77,-4,42,-5,37,44,0,1
55,0,95,-1,36,-7,39,59,20,1
55,0,92,0,34,1,37,59,22,4
51,1,83,0,44,-5,31.0,44,0,1
50,0,95,-5,50,0,32.0,44,0,1
56,5,76,0,44,-11,38,51,2,1
102,0,95,-3,44,-5,1,44,32,5
55,0,78,0,44,12,23,44,48,4
51,0,86,0,44,6,35.0,44,0,1
41,0,83,6,44,1,42,42,0,1
37,0,95,0,44,-5,42,51,24,1
53,0,80,0,44,44,51,51,0,1
45,0,83,0,44,-8,37,39,2,1
44,-1,80,0,44,0,36,51,0,1
56,0,77,0,20,2,51,44,36,4
64,0,95,3,44,-9,46,44,2,1
41,-1,76,0,42,0,35.0,44,0,1
55,0,95,0,44,-10,38,81,42,4
55,0,76,0,-18,-27.0,21,44,74.0,4
51,0,83,0,44,44,32.0,44,0,1
51,0,84,0,44,-5,33.0,44,2,1
55,2,95,-1,44,0,40,46,2,4
37,0,80,0,34,0,43,46,2,1
56,0,76,0,34,-20.0,39,42,2,1
56,-5,84,0,44,0,28.0,44,0,1
56,0,95,0,44,44,40,44,4,4
37,-1,95,0,38,21,63.0,44,0,1
46,0,95,-4,46,0,54.0,44,2,1
37,0,95,3,38,24,51,44,0,1
56,0,83,0,12,-1,46,44,2,1
45,0,81,0,46,44,51,44,0,1
41,-4,83,0,38,-5,42,44,2,1
56,1,81,0,-4,2,25,51,62.0,1
37,-1,77,0,34,-5,51,44,2,1
56,1,86,0,-42,-23,4,130.0,126.0,5
83,1,95,3,-6,0,4,44,90.0,5
56,0,95,0,50,-4,40,42,2,1
56,0,95,0,46,44,41,44,10,1
43,-1,95,0,42,0,35.0,51,2,1
79,0,83,0,44,44,4,122.0,118.0,5
56,0,77,3,44,44,51,44,58,4
56,0,81,0,46,5,35.0,44,0,1
38,0,79,4,38,0,41,44,0,1
56,0,78,0,44,0,22,44,40,4
51,0,80,0,50,-19,29.0,44,2,1
37,0,77,0,36,-5,39,41,2,1
56,0,95,0,44,4,44,44,0,1
56,2,80,0,18,-2,43,44,20,1
37,0,79,0,8,4,42,44,30,1
55,-1,95,0,46,-10,40,44,8,4
56,0,78,0,12,-16,22,44,42,4
37,0,95,0,20,-5,67.0,44,16,1
56,0,79,0,24,-23,51,56,14,1
40,0,95,4,38,-5,70.0,44,2,1
58,-3,95,0,56,0,31.0,44,0,1
55,0,95,0,-30,-2,22,108.0,86,4
56,5,77,0,50,0,27.0,44,0,1
55,0,95,0,46,-19,37,46,2,4
55,0,78,-1,6,-5,51,73,50,4
56,0,95,0,50,20,40,46,6,4
48,0,95,-6,46,0,39,41,2,1
55,0,95,0,50,-1,51,44,6,4
56,0,95,1,38,0,43,44,18,4
37,0,95,1,36,-16,69.0,44,2,1
56,0,95,0,42,-5,43,44,2,1
56,0,75,-2,44,44,38,44,16,1
44,5,76,0,44,-5,31.0,44,0,1
55,2,81,0,44,0,27.0,44,0,1
45,0,79,0,44,44,34.0,44,0,1
50,-4,95,0,50,0,30.0,44,2,1
45,0,95,-5,44,-14,33.0,44,2,1
42,-5,95,0,42,0,39,41,2,1
48,0,95,0,46,-4,29.0,44,2,1
45,-1,81,-1,44,-3,36,44,2,1
37,0,95,0,-2,21,42,81,40,1
49,0,95,0,46,-3,38,41,2,1
41,0,95,0,38,-20.0,51,44,2,1
55,-4,95,0,44,0,36,44,0,1
37,0,95,0,44,44,45,44,24,1
37,0,95,0,34,6,37,41,4,1
56,0,77,0,-4,44,21,82,2,4
37,0,76,0,36,1,40,44,0,1
45,-2,81,0,46,44,36,44,0,1
84,0,95,0,-2,-19,3,44,88.0,5
49,0,86,-7,50,8,37,44,0,1
47,-1,84,-1,46,0,38,44,0,1
37,0,80,0,28,4,43,44,8,1
37,0,83,0,30,1,51,44,6,1
37,0,95,5,20,-12,68.0,44,16,1
55,0,95,-7,42,-10,40,44,14,1
56,0,95,0,2,-5,40,75,34,1
45,0,79,-2,44,0,33.0,44,2,1
56,0,95,6,44,8,40,44,12,4
49,0,95,0,44,0,36,44,0,1
37,0,83,0,34,-30,46,44,2,1
82,0,86,8,-10,5,4,44,92,5
48,-3,77,0,46,0,30.0,44,2,1
56,-2,81,0,44,-21.0,25,44,2,1
37,0,92,0,6,0,54.0,86,32,1
77,0,81,0,44,0,4,51,118.0,5
37,0,77,0,44,-12809.0,51,265.0,226.0,1
49,0,83,0,44,-5,34.0,44,2,1
41,0,95,5,38,-1,47,51,2,1
41,0,84,4,38,0,43,45,2,1
53,0,78,0,44,-5,25,44,0,1
37,0,95,-6,28,0,64.0,73,8,1
55,5,77,0,28,-5,22,44,28,4
51,5,95,0,50,0,36,44,2,1
37,0,95,0,18,-5,67.0,86,18,1
56,-2,86,-1,46,0,39,39,0,1
51,0,95,1,50,0,51,51,2,1
49,0,95,-3,50,-15,35.0,44,2,1
102,0,103,0,44,44,1,44,30,5
51,0,95,0,44,30,36,44,0,1
55,0,95,0,46,-29.0,51,46,8,4
51,0,78,0,44,0,27.0,44,2,1
56,0,78,0,42,-9,35.0,44,2,1
56,0,84,0,44,0,51,44,0,1
46,0,95,-1,46,0,39,39,0,1
46,0,95,-7,46,0,43,42,0,1
37,4,77,0,28,0,40,48,8,1
49,0,95,0,46,-11,34.0,44,2,1
51,4,86,0,44,0,35.0,44,0,1
37,0,75,0,44,25,51,44,12,1
37,4,95,-2,36,0,69.0,51,0,1
38,-4,76,-2,38,0,51,44,0,1
55,-5,95,0,44,-5,40,44,4,4
37,0,81,0,28,6,44,44,8,1
37,0,76,0,44,44,39,42,2,1
37,0,95,0,26,25,66,78,12,1
55,0,95,0,44,44,41,44,12,4
42,5,76,0,42,0,34.0,44,0,1
42,0,86,-5,42,0,44,45,0,1
48,0,86,-2,46,-5,51,44,2,1
37,0,77,3,44,-28.0,41,51,2,1
46,0,76,0,46,0,29.0,51,0,1
37,0,95,0,18,-10,45,44,18,1
45,0,86,0,44,-8,40,42,2,1
56,0,95,0,44,-19,51,44,2,1
40,-1,95,-3,38,-5,37,44,2,1
44,-1,81,0,42,-24,38,44,2,1
42,3,95,0,44,1,51,44,0,1
56,0,81,0,36,-19,43,44,2,1
37,0,80,0,18,44,43,44,18,1
48,0,95,-2,44,-5,40,42,2,1
45,0,81,-1,46,-5,35.0,44,2,1
45,0,83,0,44,-9,37,39,2,1
37,0,76,0,34,-16,40,44,2,1
44,0,86,0,44,0,42,42,0,1
37,0,95,0,-2,-5,45,85,40,1
82,0,95,1,44,4,5,128.0,124.0,5
56,0,95,0,46,0,28.0,44,0,1
44,0,83,0,44,4,40,39,2,1
56,0,95,-3,46,-11,41,44,10,4
43,2,84,0,42,-5,41,44,2,1
56,0,95,0,50,0,51,48,8,4
37,0,80,-1,44,-5,43,44,18,1
55,0,77,0,38,0,22,39,16,4
37,0,79,0,10,-1,42,44,26,1
83,0,95,0,44,44,51,44,88.0,5
56,0,77,0,44,-2,21,105,84,4
47,-5,84,4,46,0,37,44,0,1
56,0,95,1,44,21,22,106.0,84,4
37,0,79,2,12,-5,43,44,24,1
37,0,75,0,28,-2,51,46,8,1
37,0,95,0,44,-5,60.0,44,8,1
55,0,95,0,56,30,26,44,0,1
37,0,78,0,36,0,41,51,0,1
56,2,86,0,56,0,51,44,0,1
56,0,95,-4,44,0,36,51,0,1
56,0,95,0,6,-6,23,44,2,4
43,0,95,0,42,-15,44,46,2,1
47,-1,86,0,46,0,51,44,0,1
47,0,83,3,46,0,36,44,0,1
37,0,95,-5,28,0,58.0,44,8,1
48,0,95,0,46,0,60.0,44,2,1
37,0,95,0,12,-5,59.0,51,2,1
53,-3,77,8,44,44,25,44,0,1
37,0,95,0,44,1,51,44,14,1
56,-4,95,0,44,0,49.0,51,0,1
51,5,86,-4,50,0,36,44,2,1
37,0,80,0,10,44,43,44,26,1
39,0,76,-2,38,-4,38,44,0,1
40,0,78,-1,38,0,38,39,2,1
49,1,77,0,46,-2,29.0,44,2,1
43,2,79,0,42,0,37,44,2,1
37,0,95,0,28,4,51,78,8,1
37,0,78,0,44,44,41,51,14,1
45,0,95,0,44,0,39,44,0,1
39,-1,80,-3,38,0,41,41,0,1
56,0,95,0,46,0,31.0,44,0,1
55,0,79,0,44,44,51,44,46,4
56,0,86,-2,42,0,43,44,2,1
42,3,81,2,44,-5,39,39,0,1
37,0,79,0,6,-4,42,44,32,1
44,0,95,0,44,8,36,44,0,1
48,0,95,-4,46,-9,39,51,2,1
55,0,78,0,2,-11,23,75,52.0,1
44,0,76,0,42,-26.0,32.0,44,2,1
56,-3,95,-7,46,0,41,41,0,1
37,0,78,0,44,5,42,44,26,1
56,0,95,-2,44,0,40,44,4,4
56,0,95,0,50,20,38,44,0,1
47,3,95,0,46,0,40,41,0,1
41,4,78,0,38,-5,37,51,2,1
55,0,95,0,44,4,26,44,2,1
55,0,86,0,44,-5,31.0,44,2,1
56,3,95,-4,46,-5,42,44,10,4
58,5,95,0,56,-5,24,51,2,1
37,3,77,0,44,-8,39,44,2,1
53,0,95,0,44,-8,35.0,44,2,1
45,0,81,0,44,-11,35.0,44,2,1
55,0,78,0,44,-23,23,44,48,1
56,0,95,0,38,-21.0,37,39,2,1
37,0,79,0,30,-19,43,48,6,1
37,0,95,0,8,-6,51,44,30,1
51,0,95,0,50,-13,36,44,2,1
56,0,77,0,16,-8,22,44,40,1
56,2,95,0,38,44,52.0,44,2,1
38,2,76,0,38,-5,38,44,0,1
46,0,92,0,46,0,45,45,2,1
56,2,76,0,42,1,34.0,44,0,1
37,0,80,0,24,12,43,44,14,1
47,-1,95,6,46,0,61.0,44,0,1
37,0,77,0,44,12,40,46,6,1
42,0,77,-15,42,0,35.0,44,2,1
49,-1,95,0,50,0,58.0,44,0,1
51,0,86,0,50,-30,35.0,44,2,1
43,5,95,0,42,0,44,46,2,1
44,1,95,0,44,44,38,44,0,1
79,-2,83,0,44,-5,5,130.0,126.0,5
55,0,95,0,44,-25.0,51,44,12,4
55,-2,95,2,50,8,42,44,6,4
75,6,79,6,-42,0,4,123,120,5
37,0,84,0,26,0,51,51,10,1
37,0,95,0,30,-7,37,44,6,1
56,0,95,0,2,44,35.0,44,54.0,1
56,0,95,0,46,44,40,44,10,4
49,0,77,0,46,-11,28.0,44,2,1
56,-1,77,-4,24,-9,22,44,2,4
49,5,79,1,50,0,30.0,44,0,1
38,0,86,0,38,4,48.0,44,0,1
56,-1,81,0,38,-22,41,44,2,1
55,0,86,0,44,-8,31.0,44,2,1
37,0,80,0,34,-5,51,46,4,1
44,0,86,0,42,-26.0,42,44,2,1
37,0,95,0,44,-19,67.0,51,12,1
37,0,77,0,8,24,51,44,2,1
56,-4,77,0,44,-1,32.0,44,2,1
79,0,95,0,44,-27.0,4,130.0,126.0,5
59,0,86,0,44,-8,28.0,51,2,1
51,1,81,-3,44,44,30.0,44,0,1
56,0,86,0,44,0,30.0,44,2,1
55,0,78,0,44,0,23,44,40,4
43,0,95,0,42,0,51,44,2,1
44,0,76,-4,42,-30,31.0,44,2,1
56,-3,95,0,50,-5,61.0,44,0,1
56,0,79,0,12,-3,23,44,42,4
56,0,95,2,10,0,22,44,46,4
41,-1,81,0,42,4,41,44,2,1
51,0,86,-1,44,0,35.0,44,0,1
37,0,80,0,36,44,43,44,0,1
41,4,77,0,38,-19,36,39,2,1
37,0,79,0,12,-21.0,43,44,2,1
43,0,80,0,44,12,51,44,0,1
47,0,95,3,46,0,38,39,0,1
54,0,79,0,44,0,25,44,0,1
48,-5,77,0,46,-5,28.0,44,2,1
49,-2,95,0,44,44,33.0,44,2,1
37,0,76,8,26,44,39,44,2,1
44,5,95,0,42,-12,33.0,44,2,1
41,0,80,8,42,0,39,39,0,1
46,-4,76,-1,46,-5,30.0,44,2,1
50,3,95,0,50,0,39,39,2,1
46,1,95,0,46,4,43,42,0,1
37,0,95,-4,24,0,69.0,82,2,1
43,0,77,0,42,-18,34.0,44,2,1
37,0,76,-7,28,0,39,44,2,1
37,0,83,0,30,-5,51,44,6,1
37,0,95,0,30,-12,59.0,44,6,1
56,0,95,0,26,44,66,78,12,1
46,1,76,0,46,14,30.0,44,0,1
56,0,79,0,44,-7,51,44,48,4
38,2,76,0,38,4,51,44,0,1
37,0,78,-1,44,0,51,44,22,1
45,0,83,0,44,-3,37,39,2,1
39,-2,79,4,38,-5,40,41,0,1
56,0,95,0,26,-2,69.0,44,12,1
45,0,86,0,46,4,40,39,0,1
53,0,95,0,44,-10,25,44,2,1
60,0,95,-6,44,0,49.0,44,0,1
56,0,79,0,8,-5,43,44,28,1
43,0,76,8,42,0,33.0,51,2,1
45,0,95,4,44,0,36,44,0,1
43,0,79,0,44,44,35.0,44,0,1
37,0,95,0,26,0,51,44,12,1
37,0,77,0,20,0,41,44,16,1
55,0,79,0,10,5,23,44,46,4
55,0,78,2,12,-27.0,23,44,42,4
55,0,95,-1,36,-8,39,59,20,4
43,0,95,1,42,0,46,48,2,1
51,0,86,0,44,44,35.0,44,2,1
55,0,95,0,46,0,41,44,8,4
50,5,86,0,50,0,37,44,0,1
56,0,95,0,44,14,46,46,0,1
55,0,77,0,18,24,22,59,2,1
49,0,84,0,50,6,36,44,0,1
37,1,76,0,36,0,39,44,2,1
44,0,95,-1,44,1,43,51,0,1
44,3,79,0,42,-6,51,44,2,1
48,0,81,-7,46,-5,33.0,44,2,1
37,0,95,0,38,44,51,44,0,1
55,0,95,0,44,-25.0,41,44,12,1
41,1,80,4,38,0,39,41,2,1
55,0,79,0,24,-9,23,44,32,4
48,0,95,0,44,-10,34.0,44,2,1
51,5,95,0,44,44,31.0,44,0,1
56,0,95,1,34,-15,40,44,22,4
56,0,95,0,44,0,53.0,85,32,1
52,-1,81,-1,44,0,29.0,44,0,1
45,0,95,0,44,-22,44,46,2,1
37,-1,80,0,36,-5,43,44,0,1
55,-1,95,-4,42,0,51,44,14,4
53,-1,95,0,44,0,29.0,44,0,1
43,0,75,0,42,-11,32.0,44,2,1
56,0,95,-2,44,0,41,45,4,1
56,4,95,0,44,5,40,45,2,4
37,0,76,0,28,-5,40,48,8,1
38,1,95,0,38,0,39,51,0,1
47,-1,95,0,46,-5,59.0,44,0,1
56,0,95,0,44,0,40,51,2,1
55,0,78,0,16,44,23,51,40,4
39,2,95,0,38,0,43,44,0,1
44,0,79,0,44,-5,35.0,44,0,1
45,-5,95,0,44,0,51,44,0,1
44,0,86,-3,44,-5,42,42,0,1
56,-4,95,0,38,0,51,41,2,1
43,0,95,0,44,44,40,39,0,1
46,1,95,1,46,2,41,41,0,1
43,0,95,0,42,6,53.0,44,2,1
43,0,81,0,42,-26.0,37,39,2,1
51,2,80,0,50,-16,51,44,2,1
37,0,95,0,28,-1,37,46,8,1
104,0,95,0,44,12,51,51,32,5
56,0,95,0,46,0,33.0,44,2,1
37,0,81,0,38,44,43,42,0,1
51,0,95,-1,50,-5,37,39,2,1
56,0,76,0,-10,-5,20.0,86,66,1
56,0,76,-2,30,-19,39,45,6,1
45,0,81,6,44,0,35.0,44,2,1
56,0,95,0,46,44,51,44,10,4
48,0,95,6,46,0,37,39,2,1
37,0,95,0,28,-5,66,75,8,1
41,0,79,0,38,-4,39,41,2,1
56,0,78,0,10,-10,41,51,26,1
37,0,81,-4,10,0,44,44,26,1
41,1,77,0,42,44,36,44,0,1
49,0,80,0,46,-30,51,44,2,1
53,-1,95,6,44,0,29.0,44,2,1
37,0,95,-2,30,6,61.0,44,6,1
44,2,76,0,42,-18,32.0,51,2,1
37,0,76,-4,18,-5,39,44,18,1
76,1,81,0,-42,0,51,125,120,5
38,0,81,0,38,-5,43,44,0,1
52,-4,81,0,44,0,30.0,44,0,1
56,2,77,0,38,0,39,44,0,1
56,2,86,0,56,2,30.0,44,0,1
37,0,76,0,28,6,40,51,8,1
50,0,77,-5,50,0,27.0,51,0,1
63,0,95,4,44,0,48.0,44,2,1
37,0,76,-1,26,-17,39,44,10,1
46,0,95,5,46,2,51,44,0,1
37,0,77,0,44,-8,51,51,22,1
47,0,75,-2,44,0,28.0,44,0,1
71,2,95,6,44,-9,4,119.0,116.0,5
37,0,81,0,26,-29.0,44,51,10,1
51,0,86,0,44,0,35.0,44,0,1
55,0,81,-3,44,0,26,44,0,1
55,0,78,-4,12,0,23,44,42,4
56,0,95,0,44,-22,40,44,22,4
37,0,77,0,44,-8,41,59,18,1
37,0,77,-7,34,0,51,44,2,1
55,0,95,0,2,-18,22,75,52.0,4
44,0,80,-3,42,-30,36,39,2,1
51,-5,81,0,44,0,29.0,44,0,1
41,0,77,0,44,-22,36,44,2,1
37,0,76,0,34,-5,39,44,4,1
44,0,77,0,42,-19,33.0,51,2,1
54,1,95,0,44,0,33.0,44,2,1
46,0,86,0,46,0,41,44,0,1
45,-3,83,0,44,0,38,51,0,1
44,-5,81,0,44,0,37,44,0,1
37,0,95,-2,12,-5,59.0,44,2,1
38,5,95,0,36,0,56.0,44,2,1
37,0,95,0,44,44,38,46,2,1
52,0,84,0,44,-6,32.0,44,0,1
44,0,95,0,44,12,43,42,0,1
43,0,81,0,42,-10,38,44,2,1
55,0,79,0,18,6,51,51,38,4
53,0,81,0,44,0,27.0,51,0,1
40,4,95,0,38,0,67.0,44,2,1
41,0,86,0,44,44,45,45,0,1
56,0,95,0,46,0,45,44,2,1
45,0,86,0,46,1,40,39,0,1
37,0,79,-1,12,-2,42,44,24,1
51,-1,95,0,50,-9,37,39,2,1
56,0,79,0,10,-5,23,44,46,4
41,-1,75,0,42,12,34.0,44,0,1
45,-3,78,0,44,-16,33.0,44,2,1
37,0,77,0,6,-5,40,44,32,1
44,0,95,0,44,0,51,44,0,1
56,0,95,0,26,-28.0,69.0,44,12,1
56,0,95,0,44,-8,40,51,4,4
55,0,95,0,44,44,42,44,12,4
45,0,86,-2,44,-16,40,42,2,1
51,-1,80,0,44,1,29.0,44,0,1
50,0,77,0,50,0,27.0,44,0,1
37,0,79,0,12,1,43,44,24,1
51,-5,95,0,44,-5,36,44,0,1
55,0,81,0,-6,-3,25,44,64.0,4
56,1,81,0,56,0,25,44,0,1
56,-1,77,0,42,-21.0,34.0,44,2,1
76,0,81,0,44,44,5,123,118.0,5
37,0,79,0,24,-19,42,44,14,1
56,0,77,-7,44,5,40,41,2,1
56,0,76,0,38,-27.0,35.0,44,2,1
56,0,79,-3,42,1,38,44,2,1
37,0,95,4,36,-10,43,44,2,1
56,-2,76,-8,46,-12,30.0,51,2,1
39,2,95,0,38,0,58.0,44,2,1
41,0,95,0,44,6,36,51,0,1
49,0,77,5,50,0,28.0,51,0,1
44,-1,86,-2,44,-4,42,51,2,1
56,0,95,-4,44,2,39,44,12,4
37,0,79,-1,10,-6,43,51,26,1
40,0,77,1,38,0,38,39,2,1
56,0,76,0,44,44,38,51,2,1
43,1,77,1,42,0,51,44,2,1
56,0,79,0,28,8,42,44,2,1
55,0,95,1,42,44,41,44,14,4
45,3,95,0,44,0,42,44,2,1
56,-1,95,-5,42,-7,51,44,14,1
40,-5,81,0,38,0,41,42,2,1
56,2,77,0,24,0,22,44,32,4
37,0,95,0,44,-5,39,51,4,1
37,0,95,0,28,44,38,46,8,1
41,0,86,3,42,0,45,45,0,1
52,5,95,0,44,0,38,39,2,1
41,0,95,0,38,-30,39,42,2,1
37,0,80,0,44,1,43,51,6,1
56,0,77,0,24,-5,21,44,32,4
46,0,95,3,46,0,51,44,0,1
103,4,95,0,44,-1,1,44,34,5
53,3,95,0,44,-1,28.0,51,2,1
53,0,77,0,44,1,24,44,0,1
55,0,77,-4,44,0,22,44,46,4
56,0,95,0,44,-5,29.0,51,2,1
37,-5,78,0,-2,0,41,51,40,1
39,3,95,0,38,0,51,44,0,1
56,0,79,0,38,-3,40,44,0,1
46,1,76,0,46,0,30.0,44,2,1
51,0,95,0,44,44,51,44,0,1
37,0,95,0,34,44,67.0,44,4,1
55,0,78,-1,44,-4,23,78,56,4
56,0,78,-7,26,-5,22,44,30,4
47,0,95,4,46,0,48.0,44,0,1
49,0,79,0,46,-6,31.0,44,2,1
37,0,79,0,20,-24,42,44,16,1
37,0,83,0,-2,0,47,86,40,1
55,-5,95,0,-4,0,51,86,60.0,4
37,0,77,0,-22,-5,40,101.0,60.0,1
37,0,95,0,30,-30,43,48,6,1
56,0,80,0,44,44,43,51,4,1
58,0,95,-6,56,-5,38,39,2,1
37,0,81,0,28,0,44,44,8,1
55,0,92,0,26,-2,36,51,30,1
41,0,86,0,38,-5,45,44,2,1
41,0,95,0,38,-20.0,46,48,2,1
56,0,95,0,44,4,51,51,12,4
53,0,84,0,44,20,31.0,44,0,1
45,-5,86,0,46,6,40,51,0,1
40,0,95,-2,38,-3,47,48,2,1
49,3,95,0,46,-9,45,48,2,1
37,1,77,0,36,44,39,41,2,1
103,-14,95,0,44,0,51,51,34,5
53,2,95,0,44,2,38,44,0,1
